timestamp,acceleration,Ego_velocity,target_velocity,ACC_state,Range,x_pos,y_pos,ego_lat,ego_long,ego_heading,ego_lat_acc,ego_long_acc,ego_vert_acc,target_accx,target_accy
1709883528325,3.3616146533243025,0.023319604801545112,0.0,False,0.0,0.0,0.0,0,0,0,-9.210050181400145e-05,-5.637338560558207e-06,-0.00023692268594941566,0.0,0.0
1709883528345,0.015330150905854021,0.023319604801545112,0.0,False,0.0,0.0,0.0,0,0,170.83616898774105,-1.984383772402899e-05,-4.627118365116253e-05,-0.00020135813786760764,0.0,0.0
1709883528365,0.022516159142973096,0.023319604801545112,0.0,False,0.0,0.0,0.0,0,0,170.8360354889214,2.246557821674794e-05,-4.50336819612372e-05,-5.988095448125539e-05,0.0,0.0
1709883528385,0.029702167380092168,0.023319604801545112,0.0,False,0.0,0.0,0.0,0,0,170.83601051639698,2.7817634851465216e-05,-6.201542602281479e-05,4.26969610050466e-05,0.0,0.0
1709883528405,0.04096121851587833,0.008808264846196836,0.0,False,0.0,0.0,0.0,17.601879859969593,78.12686430926077,170.8360919289359,6.158055487389927e-05,-3.534185562375701e-05,0.00011375008936631394,0.0,0.0
1709883528425,0.044092758369473156,0.008808264846196836,0.0,False,0.0,0.0,0.0,17.601879859969593,78.12686430926077,170.83602487649694,7.899121095064706e-05,1.4269314317592934e-05,0.00020211697832397236,0.0,0.0
1709883528445,0.051287473410565436,0.008808264846196836,0.0,False,0.0,0.0,0.0,17.601879859969593,78.12686430926077,170.8361979844305,7.710480318895244e-05,-3.0595747596768004e-06,0.00020739654046333556,0.0,0.0
1709883528465,0.05848218845165772,0.008808264846196836,0.0,False,0.0,0.0,0.0,17.601879859969593,78.12686430926077,170.83638992211704,8.522287861625669e-05,-5.134177396355326e-06,0.00018681288482247837,0.0,0.0
1709883528485,0.06567690349275,0.008808264846196836,0.0,False,0.0,0.0,0.0,17.601879859969593,78.12686430926077,170.83635080942682,6.223999931796387e-05,2.1805742134558694e-05,0.00018073165922692408,0.0,0.0
1709883528505,0.06641580469158996,0.03180888420722114,0.0,False,0.0,0.0,0.0,17.601879857641634,78.12686432639306,170.8363763183392,7.968613681381965e-06,9.155993099952648e-06,9.81089869420983e-05,0.0,0.0
1709883528525,0.08003689278215245,0.03180888420722114,0.0,False,0.0,0.0,0.0,17.601879857641634,78.12686432639306,170.83621735254115,-3.9337403870753836e-05,1.3604480918508837e-05,-1.4252012215272425e-05,0.0,0.0
1709883528545,0.08721780745162813,0.03180888420722114,0.0,False,0.0,0.0,0.0,17.601879857641634,78.12686432639306,170.83584426919998,-5.821863521535057e-05,-1.2107474771437818e-05,-0.00012036549625179816,0.0,0.0
1709883528565,0.09439872212110381,0.03180888420722114,0.0,False,0.0,0.0,0.0,17.601879857641634,78.12686432639306,170.83557613001665,-9.934405746122076e-05,-1.994719790530782e-05,-0.00014068940794286403,0.0,0.0
1709883528585,0.10157963679057948,0.03180888420722114,0.0,False,0.0,0.0,0.0,17.601879857641634,78.12686432639306,170.83544259456266,-0.00013550781901217957,-1.5624669109796258e-05,-0.00021031746160131803,0.0,0.0
1709883528605,0.10421549419119298,0.048001905686707314,0.0,False,0.0,0.0,0.0,17.601879869671958,78.12686432705024,170.8352600488429,-7.421382805941458e-05,-1.6771379487164443e-05,-0.00026530590866630964,0.0,0.0
1709883528625,0.11592073906203706,0.048001905686707314,0.0,False,0.0,0.0,0.0,17.601879869671958,78.12686432705024,170.83527554480776,-7.508571225497012e-05,-5.06505276655409e-05,-0.000217449216489856,0.0,0.0
1709883528645,0.12309193791862505,0.048001905686707314,0.0,False,0.0,0.0,0.0,17.601879869671958,78.12686432705024,170.8352826925004,-4.206526863766008e-05,-2.534023378870712e-05,-0.00014646534657996197,0.0,0.0
1709883528665,0.13026313677521303,0.048001905686707314,0.0,False,0.0,0.0,0.0,17.601879869671958,78.12686432705024,170.83518175509477,4.40058481441287e-05,1.971744862383835e-05,-2.3911263996401517e-05,0.0,0.0
1709883528685,0.13743433563180102,0.048001905686707314,0.0,False,0.0,0.0,0.0,17.601879869671958,78.12686432705024,170.83510128902475,7.610404902198465e-05,9.203103338830407e-06,2.600974001071632e-05,0.0,0.0
1709883528705,0.1497412666587432,0.02970444177636636,0.0,False,0.0,0.0,0.0,17.60187986223647,78.12686432649119,170.83505479805376,8.719882282590656e-05,6.48132270887796e-06,0.0001373374156136485,0.0,0.0
1709883528725,0.1518001540987822,0.02970444177636636,0.0,False,0.0,0.0,0.0,17.60187986223647,78.12686432649119,170.83516525475474,0.00011140011493585437,5.845300299355944e-05,0.0002067020724670671,0.0,0.0
1709883528745,0.15898233143371637,0.02970444177636636,0.0,False,0.0,0.0,0.0,17.60187986223647,78.12686432649119,170.83537278703534,0.00010573584811089938,3.3991822325185485e-05,0.00021421283873774985,0.0,0.0
1709883528765,0.16616450876865058,0.02970444177636636,0.0,False,0.0,0.0,0.0,17.60187986223647,78.12686432649119,170.83529360330422,7.404289001599904e-05,4.486515145632868e-05,0.0002164795785883381,0.0,0.0
1709883528785,0.17334668610358475,0.02970444177636636,0.0,False,0.0,0.0,0.0,17.60187986223647,78.12686432649119,170.83520177111967,4.5516789901512224e-05,2.8863172054157486e-05,0.00017509857055274656,0.0,0.0
1709883528805,0.18236200229812005,0.023173378431629744,0.0,False,0.0,0.0,0.0,17.60187985913327,78.12686432136238,170.834953536442,-1.0474899416639638e-05,-1.2564498787655835e-05,8.331779510965115e-05,0.0,0.0
1709883528825,0.18771940053453437,0.023173378431629744,0.0,False,0.0,0.0,0.0,17.60187985913327,78.12686432136238,170.83447106655612,-5.5713591857836775e-05,-4.71578689603372e-05,-2.2230804734930693e-05,0.0,0.0
1709883528845,0.19490549650747538,0.023173378431629744,0.0,False,0.0,0.0,0.0,17.60187985913327,78.12686432136238,170.83414652717775,-6.690678159832312e-05,-1.7699620750152484e-05,-6.0261799087820556e-05,0.0,0.0
1709883528865,0.20209159248041642,0.023173378431629744,0.0,False,0.0,0.0,0.0,17.60187985913327,78.12686432136238,170.83401493104765,-9.504108454780989e-05,-1.260533106331427e-05,-0.0001573643539324873,0.0,0.0
1709883528885,0.20927768845335742,0.023173378431629744,0.0,False,0.0,0.0,0.0,17.60187985913327,78.12686432136238,170.83384473173547,-0.00010613473934575503,-4.4852593753391746e-05,-0.00018932783694354803,0.0,0.0
1709883528905,0.2185910530116743,0.015594396725144899,0.0,False,0.0,0.0,0.0,17.601879862960047,78.12686432221746,170.83400971207087,-4.944428699845108e-05,-1.9601096969807514e-05,-0.00017195901109134663,0.0,0.0
1709883528925,0.22365958149582377,0.015594396725144899,0.0,False,0.0,0.0,0.0,17.601879862960047,78.12686432221746,170.83410658527671,-4.057385900324357e-05,-8.66951630909291e-06,-0.0001375347979674556,0.0,0.0
1709883528945,0.2308502248577887,0.015594396725144899,0.0,False,0.0,0.0,0.0,17.601879862960047,78.12686432221746,170.83414120619975,-5.4615642053345675e-05,-2.280971814964442e-05,-9.809791456046418e-05,0.0,0.0
1709883528965,0.23804086821975362,0.015594396725144899,0.0,False,0.0,0.0,0.0,17.601879862960047,78.12686432221746,170.83416792204358,-3.571578118615655e-05,-9.592415971095079e-07,-5.2274349874073637e-05,0.0,0.0
1709883528985,0.24523151158171855,0.015594396725144899,0.0,False,0.0,0.0,0.0,17.601879862960047,78.12686432221746,170.83435436689894,3.443621277649702e-05,-2.254889842592041e-05,1.531995081411038e-05,0.0,0.0
1709883529005,0.2524221549436835,0.015594396725144899,0.0,False,0.0,0.0,0.0,17.601879862960047,78.12686432221746,170.8344589617577,5.1437617792356323e-05,6.095297964407767e-05,5.772775269429587e-05,0.0,0.0
1709883529025,0.2620904286367143,0.006767154559454572,0.0,False,0.0,0.0,0.0,17.60187986159122,78.12686432116922,170.8343626533784,6.930855804581909e-05,4.313886021279065e-05,0.0001665595897491709,0.0,0.0
1709883529045,0.26681474053758536,0.006767154559454572,0.0,False,0.0,0.0,0.0,17.60187986159122,78.12686432116922,170.83414834782207,7.25181344637026e-05,2.257013891795997e-05,0.00021204482837216464,0.0,0.0
