timestamp,acceleration,Ego_velocity,target_velocity,ACC_state,Range
1707475204796,3.365417202389149,0.009771973816627469,0.0,False,0.0
1707475204797,0.015347491873514715,0.009771973816627469,0.0,False,0.0
1707475204798,0.022541628689224734,0.009771973816627469,0.0,False,0.0
1707475204799,0.029735765504934758,0.009771973816627469,0.0,False,0.0
1707475204799,0.03692990232064478,0.009771973816627469,0.0,False,0.0
1707475204800,0.0441240391363548,0.009771973816627469,0.0,False,0.0
1707475204800,0.05131817595206482,0.009771973816627469,0.0,False,0.0
1707475204800,0.05851231276777485,0.009771973816627469,0.0,False,0.0
1707475204801,0.06570644958348489,0.009771973816627469,0.0,False,0.0
1707475204804,0.0729005863991949,0.009771973816627469,0.0,False,0.0
1707475204814,0.08009472321490493,0.009771973816627469,0.0,False,0.0
1707475204824,0.07378379452915014,0.05788749861876883,0.0,False,0.0
1707475204834,0.09442140897457824,0.05788749861876883,0.0,False,0.0
1707475204843,0.10158667647540698,0.05788749861876883,0.0,False,0.0
1707475204854,0.10875194397623573,0.05788749861876883,0.0,False,0.0
1707475204864,0.11591721147706448,0.05788749861876883,0.0,False,0.0
1707475204874,0.12308247897789322,0.05788749861876883,0.0,False,0.0
1707475204884,0.13024774647872198,0.05788749861876883,0.0,False,0.0
1707475204894,0.13741301397955072,0.05788749861876883,0.0,False,0.0
1707475204904,0.1445782814803795,0.05788749861876883,0.0,False,0.0
1707475204914,0.15174354898120823,0.05788749861876883,0.0,False,0.0
1707475204924,0.13310342662700597,0.14982632523637857,0.0,False,0.0
1707475204934,0.1659564022847951,0.14982632523637857,0.0,False,0.0
1707475204944,0.17306650648965327,0.14982632523637857,0.0,False,0.0
1707475204954,0.18017661069451144,0.14982632523637857,0.0,False,0.0
1707475204964,0.18728671489936957,0.14982632523637857,0.0,False,0.0
1707475204974,0.19439681910422774,0.14982632523637857,0.0,False,0.0
1707475204984,0.2015069233090859,0.14982632523637857,0.0,False,0.0
1707475204994,0.20861702751394406,0.14982632523637857,0.0,False,0.0
1707475205004,0.2157271317188022,0.14982632523637857,0.0,False,0.0
1707475205014,0.22283723592366037,0.14982632523637857,0.0,False,0.0
1707475205024,0.22994734012851853,0.14982632523637857,0.0,False,0.0
1707475205034,0.2073585965205495,0.255636670871363,0.0,False,0.0
1707475205044,0.2440321112958221,0.255636670871363,0.0,False,0.0
1707475205054,0.25107872929329933,0.255636670871363,0.0,False,0.0
1707475205064,0.2581253472907765,0.255636670871363,0.0,False,0.0
1707475205074,0.2651719652882537,0.255636670871363,0.0,False,0.0
1707475205084,0.2722185832857309,0.255636670871363,0.0,False,0.0
1707475205094,0.2792652012832081,0.255636670871363,0.0,False,0.0
