Timestamp_Sec, Timestamp_Nsec, Formatted_Time, Radar_Epoch_Time, Obj_ID, Dist_X, Dist_Y, RCS, Range, Vectorsize, Dynamicproperty, Orientation, Objectsize, objectscore
1206,311669160,2024-02-02 11:52:14.311669160,1706854934311669160,1,6.24409,-0.302133,-2.8016,6.25139,2,1,0,0.997437,0.99
1206,387572180,2024-02-02 11:52:14.387572180,1706854934387572180,0,10.8768,-2.45369,-6.82089,11.1501,1,1,0,0.0992618,0.26
1206,387572180,2024-02-02 11:52:14.387572180,1706854934387572180,1,6.28987,-0.302133,-2.73446,6.29712,2,1,0,0.995915,1
1206,387572180,2024-02-02 11:52:14.387572180,1706854934387572180,1,6.28987,-0.302133,-2.73446,6.29712,3,1,0,0.995915,1
1206,461260940,2024-02-02 11:52:14.461260940,1706854934461260940,1,6.2624,-0.302133,-2.69784,6.26968,1,1,0,0.998963,1
1206,461260940,2024-02-02 11:52:14.461260940,1706854934461260940,1,6.2624,-0.302133,-2.69784,6.26968,2,1,0,0.997437,1
1206,461260940,2024-02-02 11:52:14.461260940,1706854934461260940,1,6.2624,-0.302133,-2.69784,6.26968,3,1,0,0.0804712,1
1206,534275680,2024-02-02 11:52:14.534275680,1706854934534275680,0,10.8493,-2.52693,-7.51061,11.1397,1,1,0,0.0461964,0.26
1206,534275680,2024-02-02 11:52:14.534275680,1706854934534275680,1,6.22578,-0.311289,-2.52083,6.23355,2,1,0,0.995915,1
1206,534275680,2024-02-02 11:52:14.534275680,1706854934534275680,1,6.22578,-0.311289,-2.52083,6.23355,3,1,0,0.0598993,1
1206,534275680,2024-02-02 11:52:14.534275680,1706854934534275680,1,6.22578,-0.311289,-2.52083,6.23355,4,1,0,0.995915,1
1206,534275680,2024-02-02 11:52:14.534275680,1706854934534275680,1,6.22578,-0.311289,-2.52083,6.23355,5,1,0,0.128586,1
1206,534275680,2024-02-02 11:52:14.534275680,1706854934534275680,1,6.22578,-0.311289,-2.52083,6.23355,6,1,0,0.14994,1
1206,609339700,2024-02-02 11:52:14.609339700,1706854934609339700,1,6.16169,-0.283822,-2.54219,6.16822,1,1,0,0.997438,1
1206,609339700,2024-02-02 11:52:14.609339700,1706854934609339700,1,6.16169,-0.283822,-2.54219,6.16822,2,1,0,0.997438,1
1206,609339700,2024-02-02 11:52:14.609339700,1706854934609339700,1,6.16169,-0.283822,-2.54219,6.16822,3,1,0,0.0425082,1
1206,682405340,2024-02-02 11:52:14.682405340,1706854934682405340,0,10.886,-2.49947,-7.14133,11.1692,1,1,0,0.0864017,0.26
1206,682405340,2024-02-02 11:52:14.682405340,1706854934682405340,1,6.14338,-0.2472,-3.89111,6.14835,2,1,0,0.997438,1
1206,682405340,2024-02-02 11:52:14.682405340,1706854934682405340,1,6.14338,-0.2472,-3.89111,6.14835,3,1,0,0.997438,1
1206,763339000,2024-02-02 11:52:14.763339000,1706854934763339000,1,6.05182,-0.173956,-4.69069,6.05432,1,1,0,0.995915,1
1206,763339000,2024-02-02 11:52:14.763339000,1706854934763339000,1,6.05182,-0.173956,-4.69069,6.05432,2,1,0,0.995915,1
1206,838496180,2024-02-02 11:52:14.838496180,1706854934838496180,0,8.9816,-0.448622,-15.2348,8.99279,1,1,0,0.117428,0.75
1206,838496180,2024-02-02 11:52:14.838496180,1706854934838496180,1,5.96942,-0.146489,-4.74563,5.97122,2,1,0,0.997438,1
1206,838496180,2024-02-02 11:52:14.838496180,1706854934838496180,1,5.96942,-0.146489,-4.74563,5.97122,3,1,0,0.0803222,1
1206,838496180,2024-02-02 11:52:14.838496180,1706854934838496180,1,5.96942,-0.146489,-4.74563,5.97122,4,1,0,0.997438,1
1206,838496180,2024-02-02 11:52:14.838496180,1706854934838496180,1,5.96942,-0.146489,-4.74563,5.97122,5,1,0,0.015745,1
1206,911351360,2024-02-02 11:52:15.911351360,1706854935911351360,0,8.44142,-0.622578,-16.2236,8.46435,1,1,0,0.143025,0.88
1206,911351360,2024-02-02 11:52:15.911351360,1706854935911351360,1,5.94195,-0.137333,-4.83413,5.94354,2,1,0,0.985255,1
1206,911351360,2024-02-02 11:52:15.911351360,1706854935911351360,1,5.94195,-0.137333,-4.83413,5.94354,3,1,0,0.995915,1
1206,911351360,2024-02-02 11:52:15.911351360,1706854935911351360,1,5.94195,-0.137333,-4.83413,5.94354,4,1,0,0.0177707,1
1206,985986340,2024-02-02 11:52:15.985986340,1706854935985986340,0,8.26746,-0.695822,-15.183,8.29669,1,1,0,0.35392,0.94
1206,985986340,2024-02-02 11:52:15.985986340,1706854935985986340,1,5.87786,-0.128178,-5.40483,5.87926,2,1,0,0.979136,1
1206,985986340,2024-02-02 11:52:15.985986340,1706854935985986340,1,5.87786,-0.128178,-5.40483,5.87926,3,1,0,0.0618203,1
1206,985986340,2024-02-02 11:52:15.985986340,1706854935985986340,1,5.87786,-0.128178,-5.40483,5.87926,4,1,0,0.977716,1
1207,63090780,2024-02-02 11:52:15.63090780,1706854935063090780,0,7.98364,-0.778222,-13.3122,8.02148,1,1,0,0.5643,0.97
1207,63090780,2024-02-02 11:52:15.63090780,1706854935063090780,1,5.81378,-0.109867,-6.11896,5.81481,2,1,0,0.997437,1
1207,63090780,2024-02-02 11:52:15.63090780,1706854935063090780,1,5.81378,-0.109867,-6.11896,5.81481,3,1,0,0.980687,1
1207,144061380,2024-02-02 11:52:15.144061380,1706854935144061380,1,5.79546,-0.109867,-6.75375,5.79651,1,1,0,0.989812,1
1207,144061380,2024-02-02 11:52:15.144061380,1706854935144061380,1,5.79546,-0.109867,-6.75375,5.79651,2,1,0,0.976118,1
1207,144061380,2024-02-02 11:52:15.144061380,1706854935144061380,1,5.79546,-0.109867,-6.75375,5.79651,3,1,0,0.0543134,1
1207,144061380,2024-02-02 11:52:15.144061380,1706854935144061380,1,5.79546,-0.109867,-6.75375,5.79651,4,1,0,0.0341677,1
1207,218068260,2024-02-02 11:52:15.218068260,1706854935218068260,1,5.77715,-0.0732444,-7.7517,5.77762,1,1,0,0.989812,1
1207,218068260,2024-02-02 11:52:15.218068260,1706854935218068260,1,5.77715,-0.0732444,-7.7517,5.77762,2,1,0,0.997438,1
1207,292425600,2024-02-02 11:52:15.292425600,1706854935292425600,1,5.75884,-0.0824,-8.16065,5.75943,1,1,0,0.986778,1
1207,292425600,2024-02-02 11:52:15.292425600,1706854935292425600,1,5.75884,-0.0824,-8.16065,5.75943,2,1,0,0.986778,1
1207,292425600,2024-02-02 11:52:15.292425600,1706854935292425600,1,5.75884,-0.0824,-8.16065,5.75943,3,1,0,0.0967238,1
1207,292425600,2024-02-02 11:52:15.292425600,1706854935292425600,1,5.75884,-0.0824,-8.16065,5.75943,4,1,0,0.0257526,1
1207,367164660,2024-02-02 11:52:15.367164660,1706854935367164660,0,20.6091,-5.82293,-19.4555,21.416,1,1,0,0.175095,0.26
