2024-01-10 16:59:23.030612252,1540,580669160,0.883511,0,
2024-01-10 16:59:23.030716889,1540,580669160,3.5432,0,
2024-01-10 16:59:23.030735223,1540,580669160,4.92111,0,
2024-01-10 16:59:23.030748738,1540,580669160,5.87786,0,
2024-01-10 16:59:23.030759579,1540,580669160,7.09555,0,
2024-01-10 16:59:23.030770289,1540,580669160,8.18964,0.00457778,
2024-01-10 16:59:23.030782712,1540,580669160,8.46431,0,
2024-01-10 16:59:23.030794685,1540,580669160,9.42564,0,
2024-01-10 16:59:23.030806376,1540,580669160,10.1901,0,
2024-01-10 16:59:23.030819471,1540,580669160,10.95,0,
2024-01-10 16:59:23.030830852,1540,580669160,11.4902,0,
2024-01-10 16:59:23.030841823,1540,580669160,12.1815,0,
2024-01-10 16:59:23.030852914,1540,580669160,13.5777,0,
2024-01-10 16:59:23.030863794,1540,580669160,15.0243,0,
2024-01-10 16:59:23.030874845,1540,580669160,16.306,0,
2024-01-10 16:59:23.030885765,1540,580669160,17.7252,0,
2024-01-10 16:59:23.030896916,1540,580669160,18.366,0,
2024-01-10 16:59:23.030907877,1540,580669160,18.9886,0,
2024-01-10 16:59:23.030919278,1540,580669160,19.8355,0,
2024-01-10 16:59:23.030930569,1540,580669160,20.426,0.00457778,
2024-01-10 16:59:23.030943003,1540,580669160,21.3462,0,
2024-01-10 16:59:23.030954224,1540,580669160,22.1427,0,
2024-01-10 16:59:23.030965255,1540,580669160,23.0995,0.00457778,
2024-01-10 16:59:23.030976696,1540,580669160,23.484,0.00457778,
2024-01-10 16:59:23.030988047,1540,580669160,24.1707,0.00457778,
2024-01-10 16:59:23.030999248,1540,580669160,24.6193,0.00457778,
2024-01-10 16:59:23.031010359,1540,580669160,25.6905,0.00457778,
2024-01-10 16:59:23.031021690,1540,580669160,26.3817,-0.00457778,
2024-01-10 16:59:23.031033032,1540,580669160,27.0318,0.00915555,
2024-01-10 16:59:23.031044173,1540,580669160,27.7963,0,
2024-01-10 16:59:23.031055183,1540,580669160,28.4188,0,
2024-01-10 16:59:23.031066054,1540,580669160,29.3481,-0.00457778,
2024-01-10 16:59:23.031077515,1540,580669160,30.4193,0,
2024-01-10 16:59:23.031089097,1540,580669160,31.2983,0.00915555,
2024-01-10 16:59:23.031100398,1540,580669160,32.0399,0.0183111,
2024-01-10 16:59:23.031111559,1540,580669160,32.2001,0,
2024-01-10 16:59:23.031122439,1540,580669160,32.8593,0.0183111,
2024-01-10 16:59:23.031133360,1540,580669160,34.4386,0,
2024-01-10 16:59:23.031144190,1540,580669160,34.8323,0,
2024-01-10 16:59:23.031155191,1540,580669160,35.4595,0,
2024-01-10 16:59:23.031166121,1540,580669160,36.1187,0,
2024-01-10 16:59:23.031176972,1540,580669160,37.3821,0.00915555,
2024-01-10 16:59:23.031188283,1540,580669160,38.3389,-0.0137333,
2024-01-10 16:59:23.031199414,1540,580669160,38.6547,0.00457778,
2024-01-10 16:59:23.031210455,1540,580669160,39.465,0,
2024-01-10 16:59:23.031221575,1540,580669160,40.3851,0,
2024-01-10 16:59:23.031232987,1540,580669160,41.5021,0.00457778,
2024-01-10 16:59:23.031244569,1540,580669160,50.3189,0.00457778,
2024-01-10 16:59:23.031257072,1540,580669160,51.7792,0,
2024-01-10 16:59:23.031268984,1540,580669160,52.9008,0,
2024-01-10 16:59:23.031280095,1540,580669160,53.7614,0,
2024-01-10 16:59:23.031291386,1540,580669160,54.1551,-0.00915555,
2024-01-10 16:59:23.031302517,1540,580669160,55.1805,0.00457778,
2024-01-10 16:59:23.031313768,1540,580669160,56.7644,0.00915555,
2024-01-10 16:59:23.031324899,1540,580669160,57.1581,0.00457778,
2024-01-10 16:59:23.031336361,1540,580669160,57.9592,0.00457778,
2024-01-10 16:59:23.031347401,1540,580669160,60.9622,0.00457778,
2024-01-10 16:59:23.031358282,1540,580669160,61.9877,0.00457778,
2024-01-10 16:59:23.031369773,1540,580669160,64.0019,0.00915555,
2024-01-10 16:59:23.031381706,1540,580669160,64.5329,0.00915555,
2024-01-10 16:59:23.031393017,1540,580669160,65.0594,0,
2024-01-10 16:59:23.060084374,1540,620209100,5.15458,0,
2024-01-10 16:59:23.060136552,1540,620209100,10.2222,0,
2024-01-10 16:59:23.060148414,1540,620209100,13.628,0,
2024-01-10 16:59:23.060156540,1540,620209100,14.2918,0,
2024-01-10 16:59:23.060163673,1540,620209100,17.9998,0,
2024-01-10 16:59:23.060170606,1540,620209100,18.9016,0,
