timestamp,acceleration,Ego_velocity,target_velocity,ACC_state,Range
1707473681792,2.517654882710638,0.030159317690472105,0.0,False,0.0
1707473681793,0.011481396073356194,0.030159317690472105,0.0,False,0.0
1707473681794,0.01686330048274191,0.030159317690472105,0.0,False,0.0
1707473681794,0.022245204892127626,0.030159317690472105,0.0,False,0.0
1707473681794,0.02762710930151334,0.030159317690472105,0.0,False,0.0
1707473681795,0.03300901371089905,0.030159317690472105,0.0,False,0.0
1707473681795,0.03839091812028477,0.030159317690472105,0.0,False,0.0
1707473681795,0.043772822529670484,0.030159317690472105,0.0,False,0.0
1707473681796,0.0491547269390562,0.030159317690472105,0.0,False,0.0
1707473681803,0.05453663134844191,0.030159317690472105,0.0,False,0.0
1707473681813,0.06340350109112512,0.017743166438878626,0.0,False,0.0
1707473681823,0.06531633284081538,0.017743166438878626,0.0,False,0.0
1707473681833,0.07070568694095206,0.017743166438878626,0.0,False,0.0
1707473681843,0.07609504104108873,0.017743166438878626,0.0,False,0.0
1707473681853,0.08148439514122541,0.017743166438878626,0.0,False,0.0
1707473681863,0.08687374924136207,0.017743166438878626,0.0,False,0.0
1707473681873,0.09226310334149873,0.017743166438878626,0.0,False,0.0
1707473681883,0.0976524574416354,0.017743166438878626,0.0,False,0.0
1707473681893,0.10304181154177207,0.017743166438878626,0.0,False,0.0
1707473681903,0.10843116564190873,0.017743166438878626,0.0,False,0.0
1707473681913,0.10090039346098954,0.06377468375773153,0.0,False,0.0
1707473681923,0.11915095350001394,0.06377468375773153,0.0,False,0.0
1707473681933,0.12451268868975929,0.06377468375773153,0.0,False,0.0
1707473681943,0.12987442387950465,0.06377468375773153,0.0,False,0.0
1707473681953,0.13523615906925002,0.06377468375773153,0.0,False,0.0
1707473681963,0.14059789425899535,0.06377468375773153,0.0,False,0.0
1707473681973,0.14595962944874072,0.06377468375773153,0.0,False,0.0
1707473681984,0.15132136463848606,0.06377468375773153,0.0,False,0.0
1707473681993,0.15668309982823145,0.06377468375773153,0.0,False,0.0
1707473682003,0.16204483501797678,0.06377468375773153,0.0,False,0.0
1707473682013,0.16740657020772215,0.06377468375773153,0.0,False,0.0
1707473682023,0.17276830539746751,0.06377468375773153,0.0,False,0.0
1707473682033,0.1409431191778865,0.1962633591508003,0.0,False,0.0
1707473682043,0.18332219027245508,0.1962633591508003,0.0,False,0.0
1707473682053,0.1886044322569646,0.1962633591508003,0.0,False,0.0
1707473682063,0.19388667424147413,0.1962633591508003,0.0,False,0.0
1707473682073,0.19916891622598362,0.1962633591508003,0.0,False,0.0
1707473682083,0.20445115821049314,0.1962633591508003,0.0,False,0.0
1707473682093,0.20973340019500267,0.1962633591508003,0.0,False,0.0
1707473682103,0.2150156421795122,0.1962633591508003,0.0,False,0.0
1707473682113,0.20317364966332072,0.2572731728201058,0.0,False,0.0
1707473682123,0.2255020335870345,0.2572731728201058,0.0,False,0.0
1707473682133,0.23074766968334245,0.2572731728201058,0.0,False,0.0
