timestamp,velocity,acceleration
1706169246751,0.0,4.2102
1706169246752,0.0,0.0192
1706169246753,0.0,0.028199999999999996
1706169246753,0.0,0.0372
1706169246753,0.0,0.0462
1706169246753,0.0,0.05519999999999999
1706169246753,0.0,0.06420000000000001
1706169246754,0.0,0.0732
1706169246754,2.0,0.0
1706169246757,0.0,0.65
1706169246767,0.0,0.099
1706169246777,0.0,0.108
1706169246788,0.0,0.11699999999999999
1706169246797,0.0,0.126
1706169246807,0.0,0.13499999999999998
1706169246817,0.0,0.144
1706169246827,0.0,0.153
1706169246837,0.0,0.162
1706169246847,0.0,0.17099999999999999
1706169246857,0.0,0.18
1706169246867,0.0,0.189
1706169246877,0.0,0.19799999999999998
1706169246887,0.0,0.207
1706169246897,0.0,0.216
1706169246907,0.0,0.22499999999999998
1706169246917,0.0,0.23399999999999999
1706169246927,0.0,0.243
1706169246937,0.0,0.25199999999999995
1706169246947,0.0,0.26099999999999995
1706169246957,0.0,0.26999999999999996
1706169246967,0.0,0.27899999999999997
1706169246977,0.0,0.288
1706169246987,0.0,0.29699999999999993
1706169246997,0.0,0.30599999999999994
1706169247007,0.0,0.31499999999999995
1706169247017,0.0,0.32399999999999995
1706169247027,0.0,0.33299999999999996
1706169247037,0.0,0.34199999999999997
1706169247047,0.0,0.3509999999999999
1706169247057,0.0,0.35999999999999993
1706169247067,0.0,0.36899999999999994
1706169247077,0.0,0.37799999999999995
1706169247087,0.0,0.38699999999999996
1706169247097,0.0,0.39599999999999996
1706169247107,0.0,0.40499999999999997
1706169247117,0.0,0.4139999999999999
1706169247127,0.0,0.42299999999999993
1706169247137,0.0,0.43199999999999994
1706169247147,0.0,0.44099999999999995
1706169247157,0.0,0.44999999999999996
1706169247167,0.0,0.45899999999999996
1706169247177,0.0,0.4679999999999999
1706169247187,0.0,0.4769999999999999
1706169247197,0.0,0.48599999999999993
1706169247207,0.0,0.49499999999999994
1706169247217,0.0,0.5039999999999999
1706169247227,0.0,0.5129999999999999
1706169247237,0.0,0.5219999999999999
1706169247247,0.0,0.5309999999999999
1706169247257,0.0,0.5399999999999999
1706169247267,0.0,0.5489999999999999
1706169247277,0.0,0.5579999999999999
1706169247287,0.0,0.567
1706169247297,0.0,0.576
1706169247307,0.0,0.585
1706169247317,0.0,0.594
1706169247327,0.0,0.603
1706169247337,0.0,0.6119999999999999
1706169247347,0.0,0.6209999999999999
1706169247357,0.0,0.6299999999999999
1706169247367,0.0,0.6389999999999999
1706169247377,0.0,0.6479999999999999
1706169247387,0.0,0.6569999999999999
1706169247397,0.0,0.6659999999999999
1706169247407,0.0,0.6749999999999999
1706169247417,0.0,0.6839999999999999
1706169247427,0.0,0.693
1706169247437,0.0,0.702
1706169247447,1.0,0.4303199999999999
1706169247457,1.0,0.7187199999999999
1706169247467,1.0,0.72712
1706169247477,1.0,0.73552
1706169247487,1.0,0.7439199999999999
1706169247497,1.0,0.75232
1706169247507,1.0,0.76072
1706169247517,1.0,0.7691199999999999
1706169247527,1.0,0.77752
1706169247537,1.0,0.78592
1706169247547,1.0,0.7943199999999999
1706169247557,1.0,0.80272
1706169247567,1.0,0.81112
1706169247577,1.0,0.8195199999999999
1706169247587,1.0,0.82792
1706169247597,1.0,0.83632
1706169247607,1.0,0.8447199999999999
1706169247617,1.0,0.85312
1706169247627,1.0,0.86152
1706169247637,1.0,0.8699199999999999
1706169247647,1.0,0.8783199999999999
1706169247657,1.0,0.88672
1706169247667,1.0,0.8951199999999999
1706169247677,1.0,0.9035199999999999
1706169247687,1.0,0.91192
1706169247697,1.0,0.9203199999999999
1706169247707,1.0,0.9287199999999999
1706169247717,1.0,0.93712
1706169247727,1.0,0.9455199999999999
1706169247737,1.0,0.9539199999999999
1706169247747,1.0,0.96232
1706169247757,1.0,0.9707199999999999
1706169247767,1.0,0.9791199999999999
1706169247777,1.0,0.98752
1706169247788,1.0,0.9959199999999999
1706169247797,1.0,1.0043199999999999
1706169247807,1.0,1.0127199999999998
1706169247817,1.0,1.02112
1706169247828,1.0,1.02952
1706169247837,1.0,1.03792
1706169247847,1.0,1.04632
1706169247857,1.0,1.0547199999999999
1706169247867,1.0,1.0631199999999998
1706169247877,1.0,1.0715199999999998
1706169247887,2.0,0.7992399999999997
1706169247897,2.0,1.0870399999999998
1706169247907,2.0,1.0948399999999998
1706169247918,2.0,1.1026399999999998
1706169247927,2.0,1.1104399999999999
1706169247937,2.0,1.11824
1706169247947,2.0,1.12604
1706169247957,2.0,1.1338399999999997
1706169247967,2.0,1.1416399999999998
1706169247977,2.0,1.1494399999999998
1706169247987,2.0,1.1572399999999998
1706169247997,2.0,1.1650399999999999
1706169248007,2.0,1.1728399999999999
1706169248017,2.0,1.18064
1706169248028,2.0,1.1884399999999997
1706169248037,2.0,1.1962399999999997
1706169248047,2.0,1.2040399999999998
1706169248057,2.0,1.2118399999999998
1706169248067,2.0,1.2196399999999998
1706169248077,2.0,1.2274399999999999
1706169248087,2.0,1.23524
1706169248097,2.0,1.24304
1706169248107,2.0,1.2508399999999997
1706169248117,2.0,1.2586399999999998
1706169248127,2.0,1.2664399999999998
1706169248137,2.0,1.2742399999999998
1706169248147,2.0,1.2820399999999998
1706169248157,2.0,1.2898399999999999
1706169248167,2.0,1.29764
1706169248177,2.0,1.3054399999999997
1706169248187,2.0,1.3132399999999997
1706169248197,2.0,1.3210399999999998
1706169248207,2.0,1.3288399999999998
1706169248217,2.0,1.3366399999999998
1706169248227,2.0,1.3444399999999999
1706169248237,2.0,1.3522399999999999
1706169248247,2.0,1.36004
